HomeTeam,AwayTeam,FTR,HAS,HDS,HST,AAS,ADS,AST,HC,AC,HTWS,B365H,B365D,B365A,HTDS,HW,HD,HL,AW,AD,AL,WD,DD,LD,HGS,AGS,HGC,AGC,HTLS,ATWS,DAS,DDS,ATDS,ATLS,MR,HF,AF,PD,RD,CornerDiff,ShotsDiff,GoalsScoredDiff,GoalsConceedDiff,HomeTeamLP,AwayTeamLP,HomeTeamCP,AwayTeamCP,probHome,probDraw,probAway,MW,Result
Man United,Leicester,H,1.2052730696798493,0.9592326139088727,6,1.1990407673860912,0.9416195856873824,4,2,5,0,1.57,3.9,7.5,0,0.5757575757575758,0.21212121212121213,0.21212121212121213,0.4117647058823529,0.14705882352941177,0.4411764705882353,0.16399286987522288,0.06506238859180036,-0.22905525846702315,21,25,20,25,0,0,0.006232302293758041,0.017613028221490357,0,0,2.0,3,0,17,-7.0,-3,2,-4,-5,2.0,9.0,6.0,7.0,0.5746372075836608,0.20866356094136168,0.1966928926010623,0,1
Bournemouth,Cardiff,H,1.0922787193973633,1.1510791366906474,4,0.4316546762589928,1.1299435028248588,1,7,4,0,1.9,3.6,4.5,0,0.35294117647058826,0.14705882352941177,0.5,0.24242424242424243,0.12121212121212122,0.6363636363636364,0.11051693404634583,0.025846702317290554,-0.13636363636363635,19,9,33,30,0,0,0.6606240431383705,0.02113563386578865,0,1,2.5,6,1,13,-8.0,3,3,10,3,10.0,18.0,12.0,18.0,0.6325109956737976,0.1914483867673768,0.15049409391002636,0,1
Fulham,Crystal Palace,A,0.7909604519774012,1.5347721822541964,6,1.2470023980815348,0.9792843691148776,9,5,5,0,2.5,3.4,3.0,0,0.14705882352941177,0.14705882352941177,0.7058823529411765,0.3235294117647059,0.17647058823529413,0.5,-0.17647058823529413,-0.02941176470588236,0.20588235294117652,14,26,20,26,2,1,-0.4560419461041336,0.5554878131393188,0,0,-0.3333333333333335,3,3,-19,7.0,0,-3,-12,-6,18.0,11.0,19.0,14.0,0.24862066686933507,0.2504258565324815,0.494326145427969,0,-1
Huddersfield,Chelsea,A,0.3013182674199623,1.342925659472422,1,1.1031175059952036,0.9792843691148776,4,2,5,0,6.5,4.0,1.61,0,0.08823529411764706,0.14705882352941177,0.7647058823529411,0.5882352941176471,0.17647058823529413,0.23529411764705882,-0.5,-0.02941176470588236,0.5294117647058822,34,23,10,26,2,0,-0.8017992385752413,0.36364129035754433,0,0,-3.75,2,12,-52,11.0,-3,-3,11,-16,16.0,5.0,20.0,5.0,0.07707487366274154,0.1829433965102391,0.7225550536719492,0,-1
Newcastle,Tottenham,A,0.7156308851224105,1.0071942446043165,2,1.5827338129496402,0.7909604519774012,5,3,5,0,3.9,3.5,2.04,1,0.29411764705882354,0.23529411764705882,0.47058823529411764,0.6666666666666666,0.030303030303030304,0.30303030303030304,-0.3725490196078431,0.20499108734402852,0.1675579322638146,31,33,13,21,0,2,-0.8671029278272298,0.21623379262691533,0,0,-1.5,1,6,-29,9.0,-2,-3,-2,-8,12.0,3.0,15.0,3.0,0.20212605556135296,0.2658165192389478,0.5278601574507321,0,-1
Watford,Brighton,H,0.8662900188323917,1.0071942446043165,5,0.7194244604316546,1.1299435028248588,0,8,2,2,2.37,3.2,3.4,0,0.3939393939393939,0.21212121212121213,0.3939393939393939,0.28125,0.1875,0.53125,0.11268939393939392,0.024621212121212127,-0.13731060606060608,17,15,21,30,1,0,0.146865558400737,-0.12274925822054228,2,1,0.75,7,2,13,-1.0,6,5,2,-9,14.0,15.0,10.0,17.0,0.5896522915239765,0.2248875951428083,0.1739354689240069,0,1
Wolves,Everton,D,0.9039548022598869,0.9592326139088727,4,1.05515587529976,0.8662900188323917,5,3,6,2,2.37,3.3,3.3,1,0.3939393939393939,0.24242424242424243,0.36363636363636365,0.38235294117647056,0.20588235294117646,0.4117647058823529,0.01158645276292336,0.03654188948306597,-0.048128342245989275,24,22,21,23,0,0,-0.15120107303987318,0.09294259507648106,1,2,1.25,10,4,1,10.0,-3,-1,2,-2,18.0,8.0,8.0,9.0,0.4115737707663177,0.2772264564740943,0.3082135382532381,0,0
Arsenal,Man City,A,1.4689265536723164,0.5755395683453237,3,1.4868105515587529,0.37664783427495285,8,2,9,0,4.0,3.8,1.95,0,0.6060606060606061,0.18181818181818182,0.21212121212121213,0.8181818181818182,0.06060606060606061,0.12121212121212122,-0.21212121212121215,0.12121212121212122,0.09090909090909091,55,31,12,10,0,3,-0.017883997886436465,0.19889173407037086,0,0,-0.25,12,10,-17,5.0,-7,-5,24,2,6.0,1.0,4.0,2.0,0.217326186902822,0.2213983681537525,0.5465172774739389,0,-1
Liverpool,West Ham,H,1.8079096045197738,0.47961630695443636,8,0.7194244604316546,1.0169491525423728,2,5,4,1,1.25,6.5,14.0,2,0.7647058823529411,0.20588235294117646,0.029411764705882353,0.35294117647058826,0.17647058823529413,0.47058823529411764,0.41176470588235287,0.02941176470588233,-0.4411764705882353,27,15,25,27,0,1,1.0884851440881191,-0.5373328455879365,1,0,1.0,8,4,43,-9.0,1,6,12,-2,4.0,13.0,1.0,11.0,0.7891215031678674,0.11342460389187817,0.04112612574833424,0,1
Southampton,Burnley,D,0.8662900188323917,1.2470023980815348,3,0.9112709832134291,1.2052730696798493,6,8,5,0,1.85,3.5,5.0,0,0.2727272727272727,0.2727272727272727,0.45454545454545453,0.3235294117647059,0.17647058823529413,0.5,-0.05080213903743319,0.09625668449197858,-0.04545454545454547,23,19,28,32,2,1,-0.04498096438103749,0.04172932840168553,1,0,0.75,2,4,-3,10.0,3,-3,4,-4,17.0,7.0,16.0,13.0,0.49170811353122024,0.2357340573154038,0.26204301313558326,0,0
