HomeTeam,AwayTeam,FTR,HAS,HDS,HST,AAS,ADS,AST,HC,AC,HTWS,B365H,B365D,B365A,HTDS,HW,HD,HL,AW,AD,AL,WD,DD,LD,HGS,AGS,HGC,AGC,HTLS,ATWS,DAS,DDS,ATDS,ATLS,MR,HF,AF,PD,RD,CornerDiff,ShotsDiff,GoalsScoredDiff,GoalsConceedDiff,HomeTeamLP,AwayTeamLP,HomeTeamCP,AwayTeamCP,probHome,probDraw,probAway,MW,Result
Arsenal,Crystal Palace,H,1.4642857142857144,0.6746987951807228,6.0,1.2530120481927711,0.8571428571428571,2.0,9.0,3.0,0,1.25,6.5,15.0,0,0.5789473684210527,0.23684210526315788,0.18421052631578946,0.34210526315789475,0.23684210526315788,0.42105263157894735,0.2368421052631579,0.0,-0.23684210526315788,21.0,26.0,27.0,24.0,0,0,0.2112736660929433,-0.18244406196213425,0,0,2.0,3,0,27,-7.0,6.0,4.0,-5.0,3.0,4.0,11.0,3.0,10.0,0.6709038980485107,0.18267253328749236,0.12049972790105842,0,1
Leicester,Everton,D,1.0,1.0602409638554218,3.0,1.0120481927710845,1.0357142857142858,3.0,3.0,6.0,0,3.2,3.4,2.4,1,0.2894736842105263,0.21052631578947367,0.5,0.3157894736842105,0.2894736842105263,0.39473684210526316,-0.02631578947368418,-0.07894736842105265,0.10526315789473684,27.0,21.0,21.0,29.0,0,0,-0.012048192771084487,0.02452667814113596,0,0,-1.0,1,2,-6,13.0,-3.0,0.0,6.0,-8.0,18.0,5.0,14.0,11.0,0.4186798863677316,0.2589945141257186,0.3171054725084117,0,0
Man United,Swansea,A,1.4642857142857144,0.7228915662650602,5.0,0.9156626506024097,0.9642857142857143,4.0,4.0,0.0,0,1.36,5.0,11.0,0,0.5263157894736842,0.2631578947368421,0.21052631578947367,0.42105263157894735,0.21052631578947367,0.3684210526315789,0.10526315789473684,0.05263157894736842,-0.15789473684210525,27.0,19.0,22.0,27.0,1,0,0.5486230636833047,-0.24139414802065406,0,0,-2.0,2,9,14,-5.0,4.0,1.0,8.0,-5.0,7.0,12.0,4.0,8.0,0.6139845561857981,0.2196557012092856,0.15417576705896838,0,-1
QPR,Hull,A,0.8214285714285715,1.1566265060240963,6.0,0.6746987951807228,0.9642857142857143,4.0,8.0,9.0,1,2.5,3.3,3.1,0,0.21052631578947367,0.15789473684210525,0.631578947368421,0.21052631578947367,0.2894736842105263,0.5,0.0,-0.13157894736842107,0.13157894736842102,19.0,14.0,24.0,27.0,2,1,0.14672977624784866,0.19234079173838203,1,1,-2.0,3,5,-5,2.0,-1.0,2.0,5.0,-3.0,18.0,16.0,20.0,18.0,0.41923230013282353,0.27102260853814847,0.3061422469349625,0,-1
Stoke,Aston Villa,A,1.1428571428571428,1.0602409638554218,2.0,0.6265060240963856,1.1428571428571428,2.0,2.0,8.0,1,1.95,3.5,4.5,1,0.39473684210526316,0.23684210526315788,0.3684210526315789,0.2631578947368421,0.21052631578947367,0.5263157894736842,0.13157894736842107,0.02631578947368421,-0.15789473684210525,18.0,13.0,25.0,32.0,1,2,0.5163511187607572,-0.08261617900172102,1,0,0.25,5,7,16,-5.0,-6.0,0.0,5.0,-7.0,9.0,14.0,9.0,16.0,0.6123685194354938,0.23864646587723554,0.1417274343141859,0,-1
West Brom,Sunderland,D,0.8571428571428571,1.2530120481927711,5.0,0.7228915662650602,0.9285714285714286,2.0,6.0,3.0,0,2.25,3.4,3.5,0,0.2894736842105263,0.2894736842105263,0.42105263157894735,0.18421052631578946,0.4473684210526316,0.3684210526315789,0.10526315789473686,-0.15789473684210525,0.05263157894736842,16.0,15.0,27.0,26.0,2,0,0.13425129087779686,0.3244406196213425,0,1,0.25,6,3,6,2.0,3.0,3.0,1.0,1.0,17.0,15.0,13.0,17.0,0.481456232738653,0.29896928313973026,0.21777023824702071,0,0
West Ham,Tottenham,A,0.892857142857143,0.8674698795180723,4.0,1.3012048192771084,1.0357142857142858,4.0,8.0,5.0,1,3.8,3.6,2.05,1,0.3157894736842105,0.2894736842105263,0.39473684210526316,0.5,0.18421052631578946,0.3157894736842105,-0.1842105263157895,0.10526315789473686,0.07894736842105265,31.0,27.0,24.0,29.0,1,0,-0.4083476764199654,-0.1682444061962135,1,1,0.75,7,5,-17,7.0,3.0,0.0,4.0,-5.0,13.0,6.0,12.0,5.0,0.4154271374676902,0.25571002866661374,0.3230647012857766,0,-1
Liverpool,Southampton,H,1.0714285714285714,0.963855421686747,5.0,0.819277108433735,0.7142857142857143,6.0,2.0,6.0,0,1.33,5.75,10.0,1,0.47368421052631576,0.21052631578947367,0.3157894736842105,0.47368421052631576,0.15789473684210525,0.3684210526315789,0.0,0.05263157894736842,-0.05263157894736842,37.0,17.0,13.0,20.0,1,2,0.2521514629948364,0.24956970740103268,0,1,-2.25,7,9,2,-6.0,-4.0,-1.0,20.0,-7.0,2.0,8.0,6.0,7.0,0.32892605838260736,0.2870126661492806,0.38185278851464793,0,1
Newcastle,Man City,A,0.9285714285714286,1.3012048192771084,0.0,1.879518072289157,0.8571428571428571,5.0,3.0,3.0,0,5.25,4.33,1.67,1,0.2631578947368421,0.23684210526315788,0.5,0.631578947368421,0.18421052631578946,0.18421052631578946,-0.3684210526315789,0.05263157894736842,0.3157894736842105,44.0,39.0,14.0,24.0,1,3,-0.9509466437177283,0.4440619621342513,0,0,-1.25,7,9,-40,9.0,0.0,-5.0,5.0,-10.0,10.0,1.0,15.0,2.0,0.14228984414609952,0.17931727881003745,0.644351980668156,0,-1
Burnley,Chelsea,A,0.5,1.0120481927710845,2.0,1.7831325301204821,0.8214285714285715,3.0,4.0,3.0,0,9.0,5.0,1.4,1,0.18421052631578946,0.3157894736842105,0.5,0.6842105263157895,0.23684210526315788,0.07894736842105263,-0.5,0.07894736842105263,0.42105263157894735,36.0,37.0,9.0,23.0,0,2,-1.2831325301204821,0.19061962134251298,1,0,-2.75,1,10,-54,15.0,1.0,-1.0,-1.0,-14.0,18.0,3.0,19.0,1.0,0.11940183457632508,0.22878433610432544,0.6434987583898795,0,-1
